,average,q0025,q0975
0,0.844,0.798,0.889
1,0.857,0.812,0.902
2,0.853,0.809,0.897
3,0.855,0.812,0.9
4,0.853,0.809,0.9
5,0.85,0.807,0.898
6,0.853,0.807,0.898
7,0.851,0.804,0.895
8,0.856,0.81,0.901
9,0.852,0.807,0.897
10,0.847,0.8,0.891
11,0.836,0.789,0.881
12,0.841,0.796,0.885
13,0.845,0.801,0.889
14,0.85,0.807,0.893
15,0.847,0.802,0.891
16,0.846,0.8,0.89
17,0.847,0.803,0.89
18,0.856,0.811,0.899
19,0.855,0.81,0.9
20,0.852,0.808,0.898
21,0.862,0.817,0.909
22,0.862,0.817,0.909
23,0.857,0.813,0.903
24,0.857,0.814,0.903
25,0.859,0.815,0.906
26,0.857,0.813,0.903
27,0.87,0.823,0.915
28,0.87,0.825,0.918
29,0.866,0.822,0.913
30,0.873,0.827,0.921
31,0.867,0.822,0.915
32,0.868,0.822,0.914
33,0.872,0.827,0.919
34,0.868,0.824,0.914
35,0.876,0.832,0.921
36,0.872,0.827,0.916
37,0.872,0.826,0.916
38,0.876,0.832,0.92
39,0.879,0.836,0.924
40,0.881,0.837,0.925
41,0.886,0.842,0.929
42,0.89,0.846,0.935
43,0.891,0.848,0.936
44,0.889,0.845,0.931
45,0.885,0.842,0.927
46,0.883,0.84,0.928
47,0.874,0.828,0.919
48,0.868,0.822,0.913
49,0.87,0.821,0.917
50,0.868,0.82,0.915
51,0.873,0.825,0.918
52,0.867,0.817,0.911
53,0.866,0.816,0.911
54,0.869,0.82,0.915
55,0.86,0.809,0.907
56,0.86,0.81,0.906
57,0.862,0.814,0.91
58,0.853,0.805,0.899
59,0.853,0.806,0.9
60,0.853,0.806,0.899
61,0.856,0.81,0.905
62,0.847,0.799,0.896
63,0.846,0.8,0.894
64,0.833,0.785,0.883
65,0.824,0.777,0.87
66,0.819,0.772,0.863
67,0.825,0.779,0.87
68,0.829,0.78,0.874
69,0.84,0.792,0.886
70,0.836,0.788,0.883
71,0.83,0.781,0.876
72,0.835,0.788,0.883
73,0.829,0.782,0.875
74,0.83,0.783,0.875
75,0.822,0.777,0.867
76,0.81,0.765,0.854
77,0.817,0.773,0.86
78,0.819,0.773,0.863
79,0.823,0.778,0.867
80,0.819,0.774,0.862
81,0.815,0.77,0.86
82,0.809,0.763,0.853
83,0.809,0.764,0.854
84,0.8,0.755,0.845
85,0.798,0.75,0.844
86,0.803,0.758,0.847
87,0.808,0.763,0.852
88,0.807,0.763,0.849
89,0.808,0.766,0.85
90,0.812,0.77,0.855
91,0.819,0.777,0.862
92,0.812,0.769,0.854
93,0.806,0.762,0.848
94,0.804,0.759,0.847
95,0.814,0.772,0.857
96,0.812,0.768,0.854
97,0.814,0.772,0.858
98,0.816,0.773,0.858
99,0.821,0.777,0.864
100,0.813,0.767,0.856
101,0.827,0.783,0.87
102,0.821,0.777,0.866
103,0.824,0.779,0.868
104,0.827,0.782,0.871
105,0.823,0.776,0.867
106,0.83,0.784,0.874
107,0.827,0.78,0.873
108,0.836,0.789,0.881
109,0.847,0.802,0.891
110,0.854,0.809,0.899
111,0.855,0.811,0.901
112,0.851,0.808,0.898
113,0.842,0.798,0.89
114,0.834,0.792,0.878
115,0.836,0.791,0.882
116,0.837,0.792,0.883
117,0.83,0.786,0.876
118,0.832,0.788,0.878
119,0.842,0.798,0.888
120,0.837,0.794,0.883
121,0.836,0.794,0.881
122,0.837,0.796,0.882
123,0.838,0.796,0.882
124,0.843,0.798,0.887
125,0.842,0.797,0.885
126,0.843,0.798,0.887
127,0.84,0.795,0.885
128,0.847,0.801,0.893
129,0.845,0.802,0.89
130,0.849,0.806,0.896
131,0.845,0.8,0.892
132,0.848,0.802,0.894
133,0.854,0.809,0.9
134,0.846,0.803,0.894
135,0.847,0.801,0.894
136,0.84,0.796,0.885
137,0.844,0.8,0.891
138,0.845,0.8,0.891
139,0.845,0.802,0.892
140,0.844,0.8,0.889
141,0.84,0.796,0.884
142,0.838,0.793,0.881
143,0.841,0.798,0.885
144,0.832,0.787,0.875
145,0.834,0.788,0.876
146,0.829,0.784,0.872
147,0.823,0.778,0.867
148,0.823,0.778,0.866
149,0.81,0.765,0.852
150,0.795,0.75,0.839
151,0.797,0.751,0.838
152,0.794,0.751,0.835
153,0.783,0.741,0.824
154,0.779,0.738,0.822
155,0.779,0.738,0.821
156,0.781,0.74,0.826
157,0.783,0.742,0.829
158,0.787,0.744,0.833
159,0.797,0.754,0.844
160,0.804,0.763,0.852
161,0.806,0.763,0.854
162,0.812,0.768,0.86
163,0.811,0.768,0.86
164,0.804,0.759,0.852
165,0.802,0.758,0.848
166,0.806,0.758,0.857
167,0.808,0.762,0.857
168,0.809,0.764,0.857
169,0.804,0.759,0.851
170,0.815,0.771,0.864
171,0.81,0.766,0.859
172,0.818,0.774,0.867
173,0.82,0.776,0.867
174,0.829,0.785,0.877
175,0.834,0.789,0.882
176,0.84,0.795,0.887
177,0.846,0.803,0.894
178,0.852,0.809,0.9
179,0.85,0.805,0.899
180,0.85,0.806,0.9
181,0.849,0.805,0.897
182,0.853,0.81,0.9
183,0.857,0.812,0.904
184,0.861,0.815,0.908
185,0.864,0.816,0.911
186,0.861,0.815,0.909
187,0.855,0.809,0.901
188,0.845,0.799,0.89
189,0.858,0.814,0.903
190,0.858,0.815,0.904
191,0.859,0.813,0.908
192,0.86,0.813,0.908
193,0.872,0.826,0.918
194,0.87,0.823,0.917
195,0.874,0.828,0.919
196,0.867,0.824,0.913
197,0.869,0.824,0.916
198,0.872,0.827,0.918
199,0.873,0.829,0.918
200,0.866,0.82,0.913
201,0.876,0.83,0.925
202,0.869,0.821,0.917
203,0.868,0.822,0.914
204,0.876,0.829,0.923
205,0.874,0.826,0.923
206,0.883,0.838,0.933
207,0.889,0.844,0.939
208,0.889,0.841,0.936
209,0.892,0.846,0.939
210,0.897,0.852,0.948
211,0.898,0.852,0.948
212,0.894,0.846,0.944
213,0.908,0.86,0.956
214,0.897,0.851,0.945
215,0.894,0.846,0.943
216,0.893,0.844,0.94
217,0.898,0.851,0.946
218,0.894,0.847,0.943
219,0.888,0.841,0.934
220,0.894,0.845,0.942
221,0.895,0.845,0.942
222,0.901,0.853,0.948
223,0.892,0.844,0.938
224,0.9,0.851,0.946
225,0.897,0.849,0.943
226,0.906,0.858,0.951
227,0.903,0.854,0.947
228,0.908,0.859,0.954
229,0.913,0.863,0.96
230,0.921,0.87,0.971
231,0.923,0.871,0.972
232,0.92,0.87,0.967
233,0.915,0.864,0.961
234,0.915,0.863,0.96
235,0.915,0.864,0.962
236,0.916,0.864,0.963
237,0.908,0.858,0.954
238,0.895,0.844,0.943
239,0.896,0.846,0.942
240,0.901,0.851,0.947
241,0.893,0.844,0.94
242,0.888,0.839,0.933
243,0.884,0.835,0.931
244,0.882,0.834,0.929
245,0.876,0.826,0.923
246,0.879,0.831,0.926
247,0.881,0.834,0.926
248,0.88,0.834,0.925
249,0.881,0.834,0.928
250,0.878,0.83,0.925
251,0.873,0.827,0.919
252,0.879,0.833,0.925
253,0.879,0.834,0.926
254,0.881,0.836,0.928
255,0.87,0.824,0.918
256,0.87,0.825,0.919
257,0.865,0.817,0.912
258,0.866,0.816,0.913
259,0.869,0.823,0.917
260,0.866,0.82,0.915
261,0.864,0.817,0.911
262,0.861,0.815,0.908
263,0.865,0.818,0.913
264,0.869,0.823,0.916
265,0.854,0.808,0.901
266,0.853,0.808,0.9
267,0.852,0.807,0.897
268,0.852,0.806,0.898
