,average,q0025,q0975
0,0.967,0.914,1.02
1,0.969,0.917,1.026
2,0.971,0.919,1.027
3,0.982,0.928,1.038
4,0.987,0.933,1.044
5,1.003,0.949,1.06
6,1.014,0.959,1.07
7,1.011,0.955,1.069
8,1.02,0.965,1.078
9,1.018,0.965,1.077
10,1.019,0.967,1.077
11,1.025,0.972,1.087
12,1.011,0.959,1.068
13,1.006,0.954,1.063
14,1.001,0.949,1.059
15,1.004,0.951,1.063
16,1.003,0.948,1.062
17,1.002,0.947,1.061
18,1.008,0.952,1.064
19,1.001,0.943,1.056
20,0.991,0.932,1.05
21,0.982,0.925,1.037
22,0.981,0.924,1.039
23,0.974,0.918,1.032
24,0.977,0.919,1.033
25,0.98,0.926,1.037
26,0.975,0.921,1.032
27,0.967,0.916,1.028
28,0.965,0.915,1.021
29,0.966,0.916,1.024
30,0.964,0.914,1.021
31,0.965,0.914,1.023
32,0.954,0.903,1.015
33,0.953,0.902,1.013
34,0.94,0.889,0.999
35,0.941,0.889,1.0
36,0.928,0.876,0.987
37,0.923,0.869,0.982
38,0.918,0.862,0.976
39,0.921,0.867,0.98
40,0.921,0.866,0.979
41,0.928,0.873,0.986
42,0.919,0.865,0.98
43,0.908,0.854,0.966
44,0.901,0.847,0.958
45,0.889,0.835,0.947
46,0.902,0.848,0.96
47,0.899,0.845,0.954
48,0.899,0.846,0.954
49,0.908,0.852,0.964
50,0.902,0.845,0.958
51,0.91,0.854,0.967
52,0.92,0.862,0.975
53,0.926,0.869,0.978
54,0.932,0.875,0.987
55,0.93,0.874,0.987
56,0.917,0.861,0.973
57,0.915,0.859,0.97
58,0.923,0.867,0.977
59,0.926,0.869,0.981
60,0.946,0.889,1.004
61,0.945,0.887,1.003
62,0.951,0.892,1.006
63,0.958,0.897,1.016
64,0.964,0.904,1.024
65,0.96,0.899,1.019
66,0.96,0.9,1.021
67,0.977,0.917,1.037
68,0.982,0.92,1.043
69,0.97,0.907,1.03
70,0.976,0.914,1.037
71,0.979,0.917,1.039
72,0.988,0.928,1.048
73,0.996,0.933,1.056
74,1.007,0.946,1.068
75,1.0,0.94,1.06
76,0.996,0.934,1.053
77,0.988,0.926,1.046
78,0.982,0.921,1.039
79,0.993,0.931,1.05
80,0.986,0.925,1.042
81,0.985,0.923,1.04
82,0.976,0.914,1.032
83,0.979,0.918,1.036
84,0.965,0.906,1.021
85,0.962,0.902,1.019
86,0.959,0.9,1.013
87,0.956,0.901,1.014
88,0.946,0.892,1.004
89,0.95,0.897,1.005
90,0.952,0.896,1.008
91,0.955,0.898,1.012
92,0.961,0.899,1.015
93,0.964,0.903,1.019
94,0.961,0.901,1.016
95,0.955,0.899,1.009
96,0.962,0.905,1.014
97,0.962,0.903,1.017
98,0.953,0.897,1.008
99,0.956,0.898,1.01
100,0.961,0.904,1.02
101,0.967,0.909,1.023
102,0.965,0.91,1.018
103,0.964,0.907,1.016
104,0.961,0.902,1.016
105,0.955,0.898,1.007
106,0.954,0.896,1.005
107,0.949,0.893,1.002
108,0.941,0.884,0.996
109,0.937,0.88,0.993
110,0.947,0.89,1.004
111,0.954,0.897,1.008
112,0.967,0.909,1.022
113,0.969,0.913,1.025
114,0.979,0.919,1.035
115,0.979,0.921,1.038
116,0.983,0.925,1.038
117,0.981,0.923,1.036
118,0.975,0.916,1.032
119,0.977,0.917,1.033
120,0.988,0.927,1.045
121,0.988,0.929,1.044
122,0.988,0.927,1.044
123,0.985,0.922,1.043
124,1.0,0.938,1.056
125,0.995,0.935,1.049
126,0.996,0.938,1.051
127,0.99,0.931,1.046
128,0.991,0.932,1.046
129,0.982,0.924,1.037
130,0.983,0.927,1.039
131,0.98,0.925,1.036
132,0.984,0.924,1.04
133,0.982,0.925,1.037
134,0.974,0.917,1.03
135,0.96,0.903,1.017
136,0.952,0.898,1.009
137,0.949,0.893,1.008
138,0.941,0.887,0.999
139,0.936,0.883,0.995
140,0.939,0.887,0.997
141,0.931,0.878,0.984
142,0.922,0.869,0.978
143,0.926,0.873,0.98
144,0.918,0.865,0.972
145,0.903,0.852,0.958
146,0.898,0.845,0.954
147,0.903,0.851,0.96
148,0.896,0.842,0.955
149,0.895,0.841,0.952
150,0.898,0.844,0.956
151,0.9,0.847,0.957
152,0.89,0.836,0.947
153,0.889,0.835,0.95
154,0.906,0.852,0.966
155,0.909,0.853,0.968
156,0.909,0.853,0.968
157,0.912,0.857,0.971
158,0.92,0.864,0.978
159,0.931,0.876,0.987
160,0.929,0.875,0.987
161,0.926,0.87,0.982
162,0.918,0.86,0.975
163,0.921,0.864,0.981
164,0.926,0.868,0.985
165,0.926,0.867,0.985
166,0.929,0.868,0.986
167,0.944,0.883,1.003
168,0.943,0.88,1.005
169,0.937,0.878,0.997
170,0.942,0.881,1.002
171,0.957,0.894,1.016
172,0.964,0.902,1.026
173,0.974,0.913,1.037
174,0.974,0.913,1.04
175,0.973,0.913,1.036
176,0.973,0.914,1.034
177,0.971,0.911,1.033
178,0.967,0.909,1.027
179,0.965,0.909,1.022
180,0.942,0.885,0.998
181,0.953,0.895,1.009
182,0.963,0.904,1.022
183,0.958,0.9,1.017
184,0.957,0.9,1.014
185,0.971,0.912,1.03
186,0.98,0.924,1.04
187,0.974,0.916,1.032
188,0.969,0.913,1.03
189,0.967,0.911,1.027
190,0.959,0.903,1.016
191,0.956,0.898,1.014
192,0.954,0.897,1.012
193,0.961,0.906,1.02
194,0.961,0.903,1.019
195,0.97,0.914,1.027
196,0.963,0.908,1.02
197,0.963,0.907,1.021
198,0.954,0.9,1.014
199,0.949,0.895,1.008
200,0.953,0.9,1.012
201,0.951,0.897,1.008
202,0.96,0.906,1.017
203,0.961,0.907,1.019
204,0.967,0.913,1.026
205,0.96,0.905,1.018
206,0.962,0.908,1.019
207,0.944,0.89,0.999
208,0.952,0.899,1.009
209,0.943,0.89,1.002
210,0.946,0.891,1.005
211,0.952,0.897,1.009
212,0.946,0.891,1.004
213,0.95,0.896,1.006
214,0.94,0.883,0.994
215,0.932,0.876,0.986
216,0.945,0.889,0.999
217,0.949,0.894,1.003
218,0.961,0.905,1.017
219,0.97,0.914,1.027
220,0.966,0.908,1.022
221,0.968,0.912,1.025
222,0.969,0.916,1.024
223,0.969,0.915,1.027
224,0.974,0.919,1.034
225,0.967,0.912,1.024
226,0.974,0.919,1.034
227,0.967,0.911,1.028
228,0.974,0.918,1.036
229,0.969,0.913,1.03
230,0.971,0.917,1.032
231,0.979,0.924,1.042
232,0.973,0.919,1.035
233,0.969,0.914,1.031
234,0.961,0.905,1.022
235,0.972,0.914,1.032
236,0.975,0.922,1.033
237,0.975,0.922,1.034
238,0.974,0.92,1.032
239,0.973,0.918,1.032
240,0.974,0.919,1.03
241,0.984,0.928,1.041
242,0.985,0.931,1.043
243,0.975,0.92,1.031
244,0.967,0.912,1.023
245,0.975,0.923,1.033
246,0.97,0.917,1.03
247,0.969,0.919,1.028
248,0.974,0.92,1.033
249,0.966,0.913,1.027
250,0.966,0.913,1.025
251,0.959,0.906,1.016
252,0.97,0.915,1.029
253,0.963,0.906,1.024
254,0.967,0.91,1.023
255,0.969,0.91,1.028
256,0.979,0.921,1.04
257,0.985,0.927,1.046
258,0.973,0.917,1.031
259,0.966,0.907,1.024
260,0.972,0.914,1.032
261,0.97,0.913,1.03
262,0.973,0.917,1.03
263,0.953,0.896,1.009
264,0.948,0.89,1.004
265,0.952,0.896,1.01
266,0.944,0.888,1.003
267,0.937,0.882,0.995
268,0.935,0.878,0.992
269,0.938,0.882,0.996
270,0.936,0.879,0.992
271,0.937,0.878,0.993
272,0.941,0.884,0.994
273,0.932,0.875,0.987
274,0.935,0.88,0.995
275,0.936,0.88,0.994
276,0.945,0.89,1.003
277,0.931,0.877,0.988
278,0.94,0.884,0.996
279,0.937,0.882,0.996
280,0.938,0.885,0.996
281,0.953,0.897,1.009
282,0.953,0.896,1.008
283,0.955,0.9,1.01
284,0.957,0.904,1.016
285,0.959,0.904,1.016
286,0.949,0.894,1.008
287,0.949,0.896,1.007
288,0.957,0.902,1.016
289,0.958,0.902,1.019
290,0.964,0.909,1.023
291,0.97,0.916,1.031
292,0.979,0.922,1.038
293,0.974,0.92,1.033
294,0.958,0.902,1.014
295,0.946,0.89,1.001
296,0.935,0.879,0.991
297,0.938,0.884,0.995
298,0.947,0.894,1.003
299,0.949,0.897,1.006
300,0.962,0.908,1.02
301,0.963,0.909,1.02
302,0.972,0.917,1.03
303,0.982,0.924,1.039
304,0.989,0.933,1.046
305,1.0,0.946,1.058
306,0.993,0.941,1.049
307,0.994,0.941,1.052
308,0.996,0.94,1.055
309,0.99,0.935,1.047
310,1.006,0.95,1.065
