,average,q0025,q0975
0,0.826,0.768,0.888
1,0.823,0.768,0.887
2,0.809,0.754,0.873
3,0.797,0.741,0.861
4,0.781,0.724,0.843
5,0.784,0.725,0.845
6,0.791,0.732,0.85
7,0.784,0.727,0.844
8,0.776,0.718,0.838
9,0.776,0.72,0.836
10,0.77,0.713,0.833
11,0.768,0.711,0.829
12,0.758,0.702,0.815
13,0.745,0.688,0.804
14,0.735,0.679,0.796
15,0.728,0.669,0.788
16,0.73,0.67,0.79
17,0.729,0.668,0.787
18,0.727,0.669,0.786
19,0.72,0.665,0.779
20,0.711,0.657,0.774
21,0.714,0.658,0.776
22,0.718,0.661,0.776
23,0.716,0.659,0.774
24,0.722,0.663,0.779
25,0.722,0.665,0.782
26,0.739,0.678,0.801
27,0.739,0.682,0.802
28,0.734,0.676,0.796
29,0.746,0.687,0.806
30,0.745,0.684,0.803
31,0.743,0.683,0.802
32,0.74,0.679,0.801
33,0.745,0.687,0.804
34,0.759,0.701,0.82
35,0.774,0.712,0.836
36,0.786,0.723,0.847
37,0.793,0.729,0.856
38,0.792,0.729,0.857
39,0.8,0.735,0.868
40,0.796,0.733,0.859
41,0.806,0.747,0.867
42,0.808,0.75,0.869
43,0.821,0.765,0.883
44,0.828,0.772,0.889
45,0.84,0.78,0.904
46,0.835,0.777,0.9
47,0.835,0.777,0.895
48,0.834,0.777,0.894
49,0.839,0.781,0.903
50,0.847,0.791,0.909
51,0.855,0.799,0.918
52,0.868,0.808,0.927
53,0.874,0.812,0.935
54,0.873,0.811,0.936
55,0.88,0.817,0.941
56,0.896,0.833,0.959
57,0.882,0.821,0.945
58,0.896,0.833,0.957
59,0.894,0.832,0.957
60,0.891,0.827,0.953
61,0.896,0.835,0.958
62,0.892,0.828,0.953
63,0.894,0.831,0.959
64,0.891,0.826,0.954
65,0.886,0.824,0.949
66,0.879,0.814,0.94
67,0.876,0.813,0.939
68,0.879,0.815,0.942
69,0.881,0.815,0.944
70,0.875,0.808,0.937
71,0.862,0.795,0.925
72,0.867,0.801,0.932
73,0.862,0.796,0.927
74,0.875,0.813,0.938
75,0.881,0.818,0.945
76,0.878,0.813,0.942
77,0.879,0.816,0.942
78,0.879,0.814,0.945
79,0.879,0.813,0.943
80,0.866,0.802,0.933
81,0.874,0.809,0.938
82,0.873,0.808,0.936
83,0.872,0.809,0.936
84,0.867,0.805,0.93
85,0.858,0.796,0.922
86,0.861,0.799,0.926
87,0.857,0.794,0.922
88,0.847,0.784,0.912
89,0.84,0.776,0.905
90,0.846,0.783,0.907
91,0.849,0.785,0.911
92,0.844,0.781,0.909
93,0.832,0.769,0.895
94,0.833,0.77,0.899
95,0.82,0.755,0.885
96,0.812,0.751,0.879
97,0.82,0.757,0.885
98,0.805,0.744,0.87
99,0.806,0.747,0.868
100,0.803,0.738,0.866
101,0.818,0.756,0.882
102,0.814,0.751,0.876
103,0.82,0.758,0.879
104,0.815,0.752,0.874
105,0.81,0.748,0.871
106,0.815,0.752,0.875
107,0.799,0.739,0.858
108,0.797,0.737,0.858
109,0.797,0.737,0.858
110,0.796,0.734,0.856
111,0.776,0.716,0.836
112,0.776,0.716,0.834
113,0.769,0.711,0.827
114,0.758,0.7,0.816
115,0.761,0.702,0.819
116,0.768,0.706,0.829
117,0.765,0.705,0.826
118,0.77,0.711,0.828
119,0.77,0.711,0.829
120,0.773,0.713,0.834
121,0.765,0.706,0.826
122,0.759,0.697,0.819
123,0.781,0.721,0.84
124,0.782,0.721,0.842
125,0.796,0.735,0.855
126,0.797,0.736,0.859
127,0.794,0.734,0.858
128,0.8,0.741,0.863
