,average,q0025,q0975
0,0.975,0.89,1.056
1,0.987,0.901,1.067
2,0.981,0.896,1.061
3,0.964,0.879,1.046
4,0.96,0.879,1.042
5,0.971,0.888,1.056
6,0.96,0.873,1.045
7,1.002,0.917,1.086
8,1.014,0.929,1.094
9,1.01,0.923,1.09
10,0.989,0.902,1.065
11,0.983,0.896,1.062
12,0.981,0.896,1.062
13,0.97,0.883,1.051
14,0.97,0.883,1.048
15,0.977,0.89,1.057
16,0.989,0.902,1.07
17,0.983,0.895,1.062
18,0.977,0.894,1.054
19,0.981,0.896,1.064
20,0.977,0.89,1.059
21,0.991,0.907,1.076
22,0.989,0.904,1.072
23,1.002,0.915,1.089
24,0.991,0.901,1.077
25,0.985,0.896,1.069
26,0.979,0.887,1.064
27,0.977,0.889,1.062
28,0.968,0.876,1.053
29,0.966,0.875,1.049
30,0.952,0.868,1.039
31,0.964,0.881,1.051
32,0.971,0.888,1.059
33,0.97,0.884,1.059
34,0.964,0.879,1.056
35,0.97,0.889,1.061
36,0.971,0.888,1.068
37,0.971,0.89,1.069
38,0.979,0.897,1.072
39,0.981,0.898,1.075
40,0.964,0.883,1.055
41,0.966,0.884,1.051
42,0.962,0.881,1.049
43,0.964,0.884,1.049
44,0.954,0.876,1.042
45,0.958,0.879,1.047
46,0.945,0.863,1.031
47,0.95,0.871,1.039
48,0.97,0.889,1.059
49,0.97,0.888,1.057
50,0.971,0.89,1.061
51,0.962,0.882,1.048
52,0.952,0.876,1.042
53,0.946,0.869,1.038
54,0.946,0.869,1.043
55,0.956,0.875,1.048
56,0.96,0.876,1.049
57,0.97,0.887,1.062
58,1.002,0.914,1.094
59,1.02,0.932,1.112
60,1.014,0.926,1.106
61,1.006,0.92,1.098
62,1.018,0.928,1.106
63,1.027,0.938,1.113
64,1.025,0.936,1.113
65,1.023,0.934,1.111
66,1.027,0.937,1.117
67,1.062,0.975,1.152
68,1.05,0.961,1.141
69,1.073,0.979,1.165
70,1.058,0.963,1.145
71,1.073,0.98,1.161
72,1.104,1.005,1.191
73,1.085,0.995,1.172
74,1.095,1.002,1.184
75,1.079,0.992,1.167
76,1.095,1.006,1.185
77,1.116,1.027,1.206
78,1.11,1.026,1.2
79,1.108,1.019,1.197
80,1.108,1.02,1.201
81,1.089,0.998,1.178
82,1.087,0.998,1.181
83,1.075,0.984,1.17
84,1.077,0.986,1.171
85,1.064,0.975,1.158
86,1.06,0.973,1.149
87,1.056,0.972,1.152
88,1.071,0.986,1.168
89,1.083,0.996,1.18
90,1.083,0.998,1.18
91,1.081,0.991,1.174
92,1.075,0.982,1.174
93,1.091,0.998,1.188
94,1.077,0.987,1.173
95,1.054,0.966,1.145
96,1.054,0.968,1.144
97,1.07,0.98,1.158
98,1.045,0.956,1.129
99,1.041,0.955,1.128
100,1.025,0.939,1.111
101,1.012,0.922,1.095
102,1.023,0.935,1.11
103,1.027,0.94,1.116
104,1.035,0.949,1.123
105,1.033,0.946,1.118
106,1.043,0.952,1.124
107,1.031,0.941,1.116
108,1.033,0.942,1.114
109,1.021,0.931,1.104
110,0.998,0.909,1.082
111,0.981,0.898,1.064
112,0.977,0.894,1.059
113,0.964,0.88,1.043
114,0.95,0.868,1.031
115,0.962,0.879,1.045
116,0.958,0.875,1.04
