,average,q0025,q0975
0,1.025,0.962,1.092
1,1.04,0.975,1.11
2,1.026,0.961,1.095
3,1.028,0.967,1.095
4,1.017,0.958,1.084
5,1.023,0.964,1.088
6,1.022,0.962,1.089
7,1.011,0.95,1.076
8,1.006,0.949,1.072
9,0.998,0.94,1.062
10,1.009,0.95,1.074
11,1.009,0.949,1.076
12,1.002,0.943,1.067
13,0.995,0.934,1.058
14,0.992,0.931,1.058
15,0.99,0.929,1.054
16,0.987,0.926,1.049
17,0.995,0.938,1.057
18,1.003,0.943,1.065
19,1.01,0.948,1.072
20,1.008,0.946,1.073
21,1.013,0.951,1.075
22,1.011,0.95,1.076
23,1.009,0.948,1.074
24,1.018,0.958,1.083
25,1.017,0.958,1.083
26,1.021,0.963,1.086
27,1.022,0.961,1.084
28,1.035,0.976,1.098
29,1.027,0.97,1.09
30,1.02,0.961,1.082
31,1.024,0.964,1.085
32,1.025,0.965,1.084
33,1.02,0.958,1.081
34,1.008,0.948,1.069
35,1.001,0.94,1.06
36,1.011,0.948,1.07
37,1.01,0.946,1.069
38,1.0,0.936,1.058
39,0.992,0.926,1.051
40,0.995,0.93,1.053
41,0.984,0.919,1.041
42,0.966,0.904,1.024
43,0.962,0.902,1.022
44,0.968,0.907,1.028
45,0.944,0.886,1.004
46,0.944,0.886,1.003
47,0.945,0.886,1.002
48,0.948,0.888,1.008
49,0.953,0.89,1.011
50,0.952,0.888,1.014
51,0.953,0.89,1.015
52,0.955,0.895,1.016
53,0.953,0.894,1.014
54,0.958,0.898,1.02
55,0.959,0.901,1.024
56,0.959,0.901,1.023
57,0.96,0.903,1.023
58,0.961,0.901,1.024
59,0.963,0.903,1.027
60,0.968,0.907,1.031
61,0.966,0.905,1.026
62,0.965,0.903,1.027
63,0.96,0.9,1.022
64,0.963,0.903,1.025
65,0.962,0.904,1.024
66,0.97,0.91,1.034
67,0.978,0.918,1.042
68,0.974,0.913,1.039
69,0.968,0.91,1.029
70,0.971,0.913,1.031
71,0.977,0.92,1.041
72,0.98,0.922,1.043
73,0.995,0.935,1.06
74,0.988,0.928,1.053
75,0.985,0.927,1.05
76,0.983,0.927,1.048
77,0.983,0.925,1.047
78,0.98,0.923,1.043
79,0.969,0.909,1.03
80,0.963,0.904,1.025
81,0.965,0.904,1.022
82,0.96,0.896,1.022
83,0.962,0.899,1.023
84,0.968,0.905,1.029
85,0.958,0.896,1.018
86,0.955,0.894,1.016
87,0.95,0.884,1.009
88,0.948,0.886,1.011
89,0.936,0.876,0.998
90,0.944,0.882,1.003
91,0.944,0.88,1.004
92,0.952,0.886,1.011
93,0.95,0.888,1.01
94,0.954,0.892,1.016
95,0.95,0.889,1.012
96,0.947,0.884,1.006
97,0.945,0.884,1.005
98,0.935,0.873,0.994
99,0.933,0.872,0.994
100,0.93,0.871,0.989
101,0.948,0.888,1.006
102,0.948,0.889,1.005
103,0.938,0.882,0.998
104,0.933,0.874,0.995
105,0.941,0.878,1.005
106,0.951,0.886,1.011
107,0.954,0.891,1.017
108,0.951,0.89,1.012
109,0.966,0.903,1.027
110,0.965,0.901,1.025
111,0.984,0.92,1.048
112,0.978,0.913,1.041
113,0.969,0.904,1.03
114,0.984,0.919,1.044
115,0.999,0.935,1.06
116,1.002,0.936,1.062
117,1.02,0.955,1.084
118,1.031,0.966,1.093
119,1.032,0.965,1.092
120,1.031,0.963,1.092
121,1.041,0.976,1.103
122,1.057,0.991,1.119
123,1.061,0.994,1.123
124,1.07,1.005,1.133
125,1.068,1.003,1.132
126,1.058,0.993,1.119
127,1.06,0.996,1.122
128,1.058,0.995,1.12
129,1.066,1.001,1.129
130,1.061,0.996,1.126
131,1.067,1.004,1.132
132,1.068,1.003,1.134
133,1.064,0.998,1.132
134,1.062,0.998,1.127
135,1.057,0.991,1.118
136,1.046,0.984,1.109
137,1.041,0.979,1.104
138,1.05,0.988,1.111
139,1.049,0.984,1.111
140,1.048,0.986,1.114
141,1.048,0.989,1.114
142,1.05,0.989,1.115
143,1.063,1.002,1.128
144,1.056,0.992,1.12
145,1.038,0.975,1.103
146,1.014,0.952,1.078
147,1.021,0.959,1.086
148,1.001,0.937,1.065
149,0.997,0.937,1.059
150,0.991,0.932,1.053
151,0.988,0.926,1.051
152,0.968,0.907,1.028
153,0.974,0.914,1.036
154,0.98,0.918,1.044
155,0.98,0.92,1.041
156,0.977,0.915,1.039
157,0.971,0.91,1.034
158,0.978,0.917,1.045
159,0.971,0.91,1.037
160,0.979,0.918,1.045
161,0.977,0.916,1.043
162,0.972,0.911,1.038
163,0.958,0.9,1.025
164,0.951,0.891,1.017
165,0.955,0.897,1.022
166,0.965,0.903,1.032
167,0.953,0.892,1.019
168,0.943,0.882,1.006
169,0.934,0.873,0.998
170,0.941,0.879,1.001
171,0.931,0.87,0.994
172,0.928,0.867,0.99
173,0.916,0.858,0.976
174,0.916,0.858,0.977
175,0.913,0.853,0.972
176,0.898,0.839,0.955
177,0.894,0.835,0.95
178,0.897,0.836,0.955
179,0.897,0.838,0.956
180,0.888,0.827,0.949
181,0.895,0.835,0.955
182,0.891,0.833,0.949
183,0.889,0.832,0.949
184,0.894,0.838,0.956
185,0.9,0.839,0.962
186,0.897,0.838,0.956
187,0.881,0.822,0.94
188,0.878,0.819,0.935
189,0.89,0.831,0.95
190,0.888,0.83,0.947
191,0.894,0.833,0.954
192,0.906,0.845,0.966
193,0.914,0.854,0.974
194,0.918,0.858,0.978
195,0.902,0.842,0.962
196,0.907,0.847,0.967
197,0.907,0.845,0.964
198,0.915,0.854,0.973
199,0.918,0.858,0.976
200,0.922,0.859,0.979
201,0.924,0.86,0.983
202,0.924,0.864,0.981
203,0.93,0.866,0.988
204,0.938,0.876,0.997
205,0.931,0.869,0.986
206,0.936,0.875,0.993
207,0.926,0.864,0.981
208,0.919,0.858,0.976
209,0.917,0.858,0.976
210,0.919,0.859,0.977
211,0.936,0.874,0.995
212,0.948,0.886,1.008
213,0.957,0.895,1.018
214,0.95,0.888,1.01
215,0.957,0.895,1.018
216,0.966,0.903,1.028
217,0.975,0.911,1.034
218,0.973,0.913,1.032
219,0.969,0.907,1.028
220,0.965,0.902,1.021
221,0.958,0.895,1.019
222,0.948,0.885,1.005
223,0.946,0.883,1.005
224,0.953,0.889,1.013
225,0.933,0.87,0.99
226,0.937,0.873,0.994
227,0.951,0.888,1.011
228,0.941,0.878,1.001
229,0.943,0.88,1.001
230,0.958,0.896,1.015
231,0.972,0.91,1.031
