,average,q0025,q0975
0,1.014,0.941,1.089
1,1.011,0.938,1.089
2,1.004,0.93,1.08
3,1.015,0.943,1.091
4,1.015,0.943,1.091
5,1.007,0.935,1.081
6,1.002,0.927,1.077
7,1.002,0.924,1.075
8,1.007,0.932,1.079
9,1.005,0.933,1.081
10,1.002,0.931,1.076
11,1.009,0.938,1.083
12,1.007,0.931,1.081
13,1.015,0.942,1.092
14,1.009,0.936,1.084
15,1.017,0.946,1.089
16,1.008,0.936,1.081
17,1.009,0.938,1.084
18,1.018,0.946,1.091
19,1.022,0.949,1.098
20,1.011,0.937,1.088
21,1.009,0.935,1.086
22,1.014,0.935,1.093
23,1.005,0.928,1.081
24,1.018,0.939,1.094
25,1.017,0.94,1.091
26,1.017,0.937,1.093
27,1.009,0.931,1.085
28,1.018,0.943,1.093
29,1.021,0.95,1.096
30,1.017,0.941,1.09
31,1.017,0.939,1.094
32,1.008,0.932,1.083
33,1.007,0.932,1.083
34,0.992,0.915,1.065
35,0.999,0.921,1.07
36,0.981,0.903,1.054
37,0.989,0.914,1.063
38,0.984,0.91,1.056
39,0.966,0.894,1.043
40,0.942,0.869,1.015
41,0.937,0.862,1.009
42,0.932,0.859,0.997
43,0.946,0.872,1.014
44,0.96,0.886,1.031
45,0.966,0.892,1.033
46,0.96,0.885,1.029
47,0.972,0.9,1.044
48,0.972,0.9,1.044
49,0.975,0.904,1.046
50,0.969,0.896,1.042
51,0.968,0.898,1.039
52,0.962,0.891,1.034
53,0.962,0.891,1.035
54,0.959,0.886,1.034
55,0.946,0.875,1.017
56,0.956,0.884,1.03
57,0.95,0.879,1.027
58,0.953,0.882,1.027
59,0.968,0.897,1.042
60,0.952,0.878,1.024
61,0.966,0.895,1.041
62,0.953,0.883,1.026
63,0.955,0.886,1.025
64,0.95,0.88,1.02
65,0.946,0.875,1.018
66,0.963,0.888,1.037
67,0.963,0.886,1.034
68,0.979,0.904,1.048
69,0.992,0.917,1.063
70,0.981,0.907,1.05
71,0.976,0.903,1.046
72,0.988,0.912,1.058
73,0.985,0.913,1.055
74,0.976,0.904,1.047
75,0.985,0.913,1.057
76,0.966,0.895,1.039
77,0.966,0.893,1.041
