,average,q0025,q0975
0,0.833,0.781,0.884
1,0.835,0.784,0.887
2,0.83,0.781,0.884
3,0.82,0.769,0.872
4,0.806,0.756,0.855
5,0.811,0.76,0.862
6,0.824,0.773,0.874
7,0.819,0.768,0.871
8,0.815,0.764,0.867
9,0.81,0.76,0.862
10,0.804,0.755,0.856
11,0.8,0.749,0.85
12,0.797,0.746,0.846
13,0.797,0.747,0.846
14,0.799,0.748,0.847
15,0.804,0.753,0.852
16,0.798,0.749,0.847
17,0.808,0.758,0.855
18,0.791,0.741,0.841
19,0.794,0.747,0.842
20,0.787,0.739,0.836
21,0.788,0.739,0.837
22,0.784,0.735,0.833
23,0.79,0.739,0.839
24,0.792,0.742,0.842
25,0.789,0.739,0.838
26,0.791,0.743,0.84
27,0.8,0.753,0.848
28,0.813,0.763,0.864
29,0.813,0.765,0.862
30,0.813,0.765,0.86
31,0.806,0.76,0.853
32,0.813,0.764,0.861
33,0.809,0.763,0.856
34,0.811,0.766,0.859
35,0.81,0.766,0.862
36,0.812,0.764,0.859
37,0.809,0.762,0.857
38,0.801,0.756,0.848
39,0.794,0.746,0.842
40,0.806,0.761,0.854
41,0.808,0.763,0.856
42,0.8,0.754,0.846
43,0.804,0.757,0.85
44,0.807,0.763,0.856
45,0.807,0.763,0.857
46,0.809,0.764,0.859
47,0.817,0.77,0.867
48,0.808,0.762,0.858
49,0.808,0.763,0.859
50,0.801,0.755,0.848
51,0.802,0.757,0.849
52,0.809,0.76,0.859
53,0.809,0.76,0.859
54,0.813,0.767,0.865
55,0.817,0.768,0.868
56,0.813,0.764,0.865
57,0.801,0.752,0.853
58,0.798,0.75,0.849
59,0.799,0.751,0.853
60,0.814,0.765,0.869
61,0.815,0.766,0.869
62,0.821,0.772,0.874
63,0.826,0.777,0.878
64,0.835,0.788,0.889
65,0.84,0.791,0.895
66,0.838,0.787,0.891
67,0.835,0.783,0.888
68,0.84,0.789,0.893
69,0.829,0.777,0.883
70,0.834,0.782,0.888
71,0.817,0.768,0.869
72,0.812,0.762,0.861
73,0.802,0.754,0.852
74,0.803,0.753,0.852
75,0.808,0.758,0.858
76,0.817,0.765,0.868
77,0.82,0.771,0.872
78,0.813,0.765,0.864
79,0.811,0.761,0.863
80,0.813,0.762,0.865
81,0.81,0.759,0.863
82,0.803,0.756,0.854
83,0.803,0.756,0.855
84,0.798,0.751,0.853
85,0.804,0.756,0.858
86,0.793,0.745,0.847
87,0.788,0.74,0.842
88,0.78,0.734,0.834
89,0.772,0.725,0.826
90,0.778,0.735,0.831
91,0.767,0.723,0.817
92,0.778,0.735,0.829
93,0.775,0.731,0.828
94,0.782,0.738,0.833
95,0.782,0.737,0.833
96,0.785,0.738,0.834
97,0.789,0.743,0.837
98,0.786,0.742,0.833
99,0.798,0.751,0.843
100,0.781,0.735,0.829
101,0.782,0.735,0.832
102,0.775,0.728,0.823
103,0.777,0.728,0.826
104,0.777,0.73,0.824
105,0.781,0.734,0.828
106,0.795,0.747,0.844
107,0.8,0.752,0.847
108,0.803,0.754,0.852
109,0.793,0.744,0.843
110,0.782,0.734,0.833
111,0.8,0.75,0.85
112,0.803,0.754,0.853
113,0.806,0.758,0.854
114,0.795,0.747,0.843
115,0.794,0.746,0.841
116,0.798,0.75,0.847
117,0.802,0.754,0.847
118,0.807,0.756,0.853
119,0.806,0.755,0.852
120,0.804,0.754,0.849
121,0.791,0.742,0.836
122,0.787,0.739,0.837
123,0.788,0.74,0.835
124,0.794,0.744,0.843
125,0.795,0.746,0.84
126,0.791,0.742,0.84
127,0.788,0.741,0.835
128,0.784,0.738,0.832
129,0.778,0.73,0.827
130,0.776,0.729,0.823
131,0.779,0.73,0.829
132,0.786,0.736,0.834
133,0.771,0.722,0.819
134,0.778,0.727,0.824
135,0.779,0.73,0.826
136,0.779,0.73,0.825
137,0.791,0.743,0.84
