,average,q0025,q0975
0,0.887,0.768,1.006
1,0.85,0.737,0.97
2,0.855,0.741,0.985
3,0.86,0.74,0.987
4,0.878,0.755,1.002
5,0.891,0.768,1.013
6,0.878,0.758,1.001
7,0.887,0.764,1.009
8,0.846,0.723,0.964
9,0.855,0.736,0.987
10,0.855,0.728,0.978
11,0.819,0.702,0.937
12,0.814,0.691,0.937
13,0.805,0.683,0.924
14,0.828,0.701,0.95
15,0.837,0.714,0.955
16,0.891,0.759,1.022
17,0.869,0.745,1.0
18,0.86,0.731,0.987
19,0.86,0.74,0.99
20,0.864,0.742,0.988
21,0.85,0.732,0.974
22,0.814,0.699,0.941
23,0.796,0.687,0.918
24,0.782,0.672,0.904
25,0.81,0.696,0.936
26,0.814,0.697,0.938
27,0.832,0.719,0.955
28,0.846,0.728,0.978
29,0.873,0.755,1.009
30,0.901,0.786,1.035
31,0.896,0.777,1.029
32,0.891,0.774,1.029
33,0.919,0.799,1.055
34,0.882,0.764,1.019
35,0.878,0.76,1.009
36,0.873,0.76,1.005
37,0.864,0.747,0.996
38,0.887,0.765,1.015
39,0.891,0.773,1.023
40,0.901,0.781,1.029
41,0.887,0.759,1.02
42,0.914,0.792,1.047
43,0.878,0.755,1.001
44,0.846,0.723,0.973
45,0.869,0.746,0.995
46,0.864,0.75,0.987
47,0.869,0.751,0.996
48,0.86,0.742,0.984
49,0.864,0.754,0.995
50,0.85,0.737,0.977
51,0.823,0.711,0.944
52,0.841,0.724,0.974
53,0.86,0.737,0.987
54,0.887,0.764,1.011
55,0.86,0.738,0.987
56,0.869,0.755,0.988
57,0.91,0.792,1.029
58,0.91,0.789,1.037
59,0.905,0.786,1.034
60,0.91,0.783,1.035
61,0.928,0.801,1.06
62,0.964,0.837,1.096
63,0.937,0.809,1.065
64,0.928,0.805,1.057
65,0.951,0.827,1.083
66,0.932,0.809,1.064
67,0.914,0.793,1.046
68,0.932,0.81,1.06
69,0.932,0.814,1.068
70,0.919,0.801,1.054
71,0.91,0.787,1.043
72,0.901,0.782,1.028
73,0.891,0.771,1.015
74,0.891,0.773,1.014
75,0.923,0.804,1.047
76,0.955,0.833,1.082
77,0.951,0.827,1.082
78,0.937,0.818,1.059
79,0.946,0.824,1.073
80,0.96,0.836,1.09
81,0.96,0.837,1.088
82,0.96,0.84,1.086
83,0.955,0.834,1.079
84,0.923,0.801,1.046
85,0.937,0.818,1.064
86,0.905,0.791,1.029
87,0.891,0.777,1.014
88,0.932,0.816,1.059
89,0.941,0.82,1.069
90,0.941,0.819,1.068
91,0.946,0.828,1.077
92,0.969,0.846,1.102
93,0.982,0.855,1.115
94,0.996,0.864,1.131
95,0.987,0.855,1.12
96,0.991,0.86,1.122
97,0.96,0.822,1.087
98,0.978,0.84,1.107
99,0.982,0.842,1.11
100,0.946,0.815,1.073
101,0.946,0.819,1.079
102,0.964,0.838,1.092
103,0.982,0.854,1.11
104,0.982,0.855,1.11
105,0.978,0.856,1.102
106,0.978,0.854,1.109
107,0.973,0.85,1.104
108,0.969,0.847,1.096
109,0.978,0.855,1.112
110,0.973,0.846,1.11
111,0.969,0.841,1.1
112,0.946,0.828,1.082
113,0.973,0.853,1.107
114,0.982,0.859,1.123
115,0.951,0.828,1.091
116,0.973,0.851,1.115
117,0.978,0.851,1.115
118,0.982,0.855,1.119
119,0.973,0.855,1.106
120,1.01,0.888,1.15
121,1.028,0.904,1.174
122,1.041,0.918,1.181
123,1.028,0.903,1.164
124,1.06,0.935,1.199
125,1.046,0.919,1.186
126,1.032,0.901,1.161
127,1.005,0.882,1.131
128,1.023,0.897,1.156
129,1.051,0.92,1.183
130,1.051,0.928,1.185
131,1.019,0.9,1.156
132,1.019,0.892,1.145
133,1.005,0.878,1.135
134,1.001,0.879,1.128
135,0.978,0.851,1.106
136,0.987,0.864,1.118
137,0.996,0.872,1.121
138,0.978,0.85,1.109
139,0.973,0.841,1.103
140,0.973,0.85,1.102
141,0.955,0.823,1.081
142,0.96,0.832,1.082
143,0.969,0.846,1.095
144,0.955,0.833,1.073
145,0.941,0.819,1.064
146,0.946,0.826,1.071
147,0.951,0.827,1.075
148,1.014,0.886,1.146
149,1.032,0.901,1.164
150,1.005,0.876,1.141
151,1.023,0.9,1.165
152,1.014,0.887,1.153
153,1.01,0.89,1.148
154,0.978,0.846,1.12
155,0.969,0.842,1.109
156,0.955,0.827,1.09
157,0.946,0.818,1.081
158,0.955,0.827,1.087
159,0.973,0.838,1.109
160,1.005,0.875,1.145
161,1.032,0.896,1.17
162,1.055,0.914,1.195
163,1.082,0.94,1.224
164,1.055,0.924,1.197
165,1.041,0.909,1.186
166,1.069,0.941,1.207
167,1.069,0.94,1.213
168,1.055,0.928,1.191
169,1.06,0.928,1.201
170,1.041,0.914,1.177
171,1.019,0.887,1.15
172,1.037,0.91,1.176
173,1.014,0.887,1.151
174,1.014,0.886,1.15
175,1.005,0.865,1.141
176,0.991,0.86,1.127
177,0.969,0.837,1.103
178,0.937,0.81,1.065
179,0.946,0.818,1.073
180,0.955,0.828,1.077
181,0.941,0.813,1.063
182,0.937,0.81,1.06
183,0.923,0.801,1.038
