,average,q0025,q0975
0,0.906,0.767,1.047
1,0.882,0.743,1.026
2,0.876,0.743,1.017
3,0.906,0.773,1.056
4,0.882,0.749,1.028
5,0.876,0.749,1.026
6,0.864,0.736,1.003
7,0.858,0.72,0.997
8,0.864,0.724,1.002
9,0.84,0.705,0.979
10,0.876,0.737,1.022
11,0.864,0.731,1.01
12,0.876,0.745,1.028
13,0.882,0.754,1.033
14,0.912,0.78,1.068
15,0.906,0.777,1.061
16,0.924,0.79,1.075
17,0.912,0.778,1.064
18,0.906,0.768,1.061
19,0.906,0.762,1.062
20,0.888,0.743,1.039
21,0.906,0.766,1.054
22,0.924,0.779,1.076
23,0.9,0.756,1.057
24,0.912,0.769,1.064
25,0.93,0.791,1.09
26,0.876,0.738,1.025
27,0.894,0.755,1.047
28,0.876,0.732,1.021
29,0.87,0.726,1.015
30,0.87,0.731,1.016
31,0.876,0.732,1.025
32,0.828,0.694,0.972
33,0.821,0.683,0.966
34,0.84,0.701,0.98
35,0.87,0.73,1.014
36,0.84,0.701,0.973
37,0.834,0.7,0.968
38,0.815,0.677,0.954
39,0.852,0.719,0.998
40,0.84,0.701,0.985
41,0.864,0.731,1.015
42,0.828,0.7,0.973
43,0.834,0.706,0.979
44,0.852,0.719,0.997
45,0.828,0.702,0.976
46,0.846,0.718,0.988
47,0.821,0.694,0.958
48,0.797,0.665,0.929
49,0.791,0.658,0.929
50,0.785,0.658,0.914
51,0.797,0.665,0.932
52,0.791,0.659,0.932
53,0.797,0.665,0.937
54,0.809,0.67,0.948
55,0.828,0.689,0.97
56,0.821,0.683,0.956
57,0.834,0.695,0.972
58,0.821,0.688,0.966
59,0.834,0.701,0.973
60,0.809,0.688,0.948
61,0.815,0.689,0.956
62,0.846,0.713,0.992
63,0.852,0.719,0.996
64,0.852,0.719,1.002
65,0.864,0.73,1.021
66,0.846,0.718,0.992
67,0.852,0.713,0.996
68,0.87,0.736,1.015
69,0.864,0.725,1.015
70,0.882,0.743,1.029
71,0.876,0.741,1.017
72,0.87,0.737,1.014
73,0.882,0.736,1.023
74,0.888,0.744,1.03
75,0.9,0.757,1.04
76,0.906,0.761,1.046
77,0.882,0.743,1.02
78,0.888,0.749,1.031
79,0.894,0.755,1.037
80,0.864,0.727,1.008
81,0.828,0.7,0.961
82,0.828,0.699,0.96
83,0.828,0.702,0.959
84,0.815,0.689,0.949
85,0.773,0.647,0.901
86,0.773,0.652,0.906
87,0.797,0.676,0.942
88,0.797,0.672,0.931
89,0.785,0.66,0.918
90,0.785,0.652,0.917
91,0.785,0.653,0.917
92,0.791,0.659,0.924
93,0.803,0.67,0.931
94,0.821,0.687,0.954
95,0.815,0.689,0.95
96,0.852,0.718,0.985
97,0.84,0.706,0.972
98,0.852,0.719,0.99
99,0.858,0.725,0.998
100,0.821,0.689,0.955
101,0.815,0.688,0.949
102,0.828,0.696,0.967
103,0.846,0.719,0.986
104,0.828,0.7,0.961
105,0.821,0.683,0.954
106,0.852,0.717,0.985
107,0.87,0.73,1.007
108,0.9,0.761,1.042
109,0.882,0.742,1.021
110,0.864,0.726,1.003
111,0.87,0.732,1.008
112,0.84,0.702,0.974
113,0.834,0.701,0.973
114,0.858,0.726,1.003
115,0.882,0.748,1.027
116,0.876,0.736,1.016
117,0.87,0.726,1.012
118,0.9,0.76,1.039
119,0.87,0.732,1.01
120,0.87,0.732,1.005
121,0.858,0.724,0.996
122,0.894,0.756,1.033
123,0.888,0.744,1.027
124,0.912,0.767,1.051
125,0.882,0.737,1.013
126,0.87,0.725,1.001
127,0.9,0.756,1.032
128,0.9,0.757,1.033
129,0.888,0.749,1.021
130,0.876,0.737,1.011
131,0.864,0.718,0.998
132,0.821,0.676,0.95
133,0.834,0.689,0.972
134,0.809,0.664,0.946
135,0.815,0.677,0.952
136,0.834,0.696,0.978
137,0.834,0.695,0.973
138,0.809,0.67,0.949
139,0.767,0.634,0.912
140,0.779,0.652,0.919
141,0.773,0.652,0.918
142,0.785,0.658,0.93
143,0.791,0.658,0.937
144,0.791,0.66,0.935
145,0.815,0.682,0.961
146,0.797,0.664,0.942
147,0.803,0.67,0.953
148,0.773,0.646,0.912
149,0.791,0.665,0.943
150,0.779,0.651,0.926
151,0.767,0.64,0.909
152,0.785,0.658,0.93
153,0.785,0.66,0.934
154,0.767,0.641,0.911
155,0.779,0.647,0.925
156,0.797,0.671,0.948
157,0.815,0.687,0.961
158,0.834,0.701,0.984
159,0.882,0.749,1.034
160,0.9,0.767,1.064
161,0.918,0.79,1.083
162,0.918,0.786,1.081
163,0.894,0.761,1.054
164,0.894,0.761,1.062
165,0.918,0.785,1.08
166,0.906,0.769,1.071
167,0.852,0.718,1.006
168,0.834,0.701,0.986
169,0.858,0.725,1.008
170,0.821,0.695,0.973
171,0.815,0.693,0.96
172,0.803,0.677,0.947
173,0.821,0.689,0.972
174,0.797,0.67,0.942
175,0.803,0.676,0.949
176,0.767,0.647,0.905
177,0.767,0.641,0.907
178,0.803,0.676,0.943
179,0.821,0.688,0.966
180,0.834,0.7,0.973
181,0.821,0.689,0.96
182,0.815,0.689,0.96
183,0.834,0.707,0.978
184,0.84,0.713,0.979
185,0.821,0.688,0.961
186,0.84,0.702,0.974
187,0.84,0.695,0.978
188,0.846,0.706,0.979
189,0.888,0.742,1.021
190,0.9,0.755,1.038
191,0.864,0.718,0.997
192,0.858,0.713,0.99
193,0.864,0.719,1.001
194,0.864,0.72,1.003
195,0.864,0.725,1.002
196,0.864,0.73,1.001
197,0.906,0.772,1.046
198,0.93,0.785,1.074
199,0.96,0.82,1.102
200,1.003,0.851,1.15
201,1.003,0.852,1.142
202,1.039,0.882,1.179
203,1.051,0.899,1.189
204,1.063,0.908,1.203
205,1.045,0.892,1.185
206,1.069,0.917,1.209
207,1.045,0.89,1.19
208,1.045,0.887,1.186
209,1.033,0.882,1.178
210,1.039,0.888,1.189
211,1.033,0.882,1.182
212,1.027,0.87,1.178
213,0.973,0.827,1.118
214,0.948,0.795,1.093
215,0.942,0.795,1.099
216,0.906,0.761,1.056
217,0.9,0.756,1.052
218,0.924,0.785,1.082
219,0.906,0.761,1.062
220,0.906,0.766,1.066
221,0.912,0.766,1.06
222,0.912,0.768,1.058
223,0.93,0.79,1.074
224,0.888,0.751,1.032
225,0.906,0.766,1.041
226,0.906,0.768,1.04
227,0.912,0.779,1.046
228,0.906,0.765,1.044
229,0.882,0.744,1.022
230,0.87,0.73,1.014
231,0.888,0.75,1.028
232,0.876,0.742,1.019
233,0.9,0.759,1.044
234,0.882,0.736,1.02
235,0.888,0.743,1.026
236,0.93,0.784,1.064
237,0.93,0.791,1.064
238,0.973,0.833,1.118
239,0.991,0.84,1.136
240,1.009,0.853,1.153
241,0.973,0.817,1.116
242,0.96,0.809,1.108
243,0.973,0.822,1.116
244,0.966,0.821,1.117
245,0.979,0.828,1.119
246,0.979,0.828,1.125
247,0.979,0.827,1.128
248,0.918,0.773,1.063
249,0.96,0.81,1.105
250,0.936,0.791,1.078
251,0.948,0.803,1.094
252,0.906,0.766,1.05
253,0.894,0.756,1.03
254,0.888,0.754,1.028
255,0.858,0.719,0.992
256,0.852,0.714,0.989
257,0.821,0.683,0.96
258,0.809,0.676,0.948
259,0.785,0.651,0.924
260,0.743,0.616,0.886
261,0.737,0.605,0.877
262,0.719,0.591,0.858
263,0.701,0.579,0.838
264,0.695,0.578,0.832
265,0.689,0.564,0.823
266,0.695,0.573,0.833
267,0.683,0.562,0.815
268,0.689,0.568,0.822
269,0.683,0.563,0.815
270,0.677,0.562,0.81
271,0.664,0.55,0.793
272,0.683,0.562,0.821
273,0.707,0.579,0.841
274,0.683,0.561,0.81
275,0.677,0.555,0.803
276,0.677,0.549,0.803
277,0.689,0.562,0.81
278,0.707,0.574,0.827
279,0.731,0.604,0.853
280,0.749,0.622,0.87
281,0.761,0.633,0.883
282,0.773,0.645,0.901
283,0.749,0.623,0.887
284,0.779,0.657,0.919
285,0.815,0.694,0.952
286,0.84,0.712,0.974
287,0.834,0.707,0.971
288,0.894,0.76,1.034
289,0.888,0.757,1.021
290,0.912,0.78,1.051
291,0.9,0.773,1.043
292,0.87,0.742,1.009
293,0.9,0.767,1.034
294,0.918,0.791,1.056
295,0.906,0.781,1.05
296,0.894,0.767,1.038
297,0.9,0.772,1.039
298,0.894,0.768,1.032
299,0.918,0.786,1.062
300,0.93,0.798,1.069
301,0.918,0.786,1.053
302,0.93,0.802,1.08
303,0.918,0.79,1.063
304,0.96,0.82,1.116
305,0.966,0.828,1.123
306,0.942,0.804,1.091
307,0.936,0.792,1.087
308,0.936,0.798,1.086
309,0.948,0.809,1.106
310,0.924,0.781,1.077
311,0.87,0.737,1.015
312,0.84,0.711,0.989
313,0.888,0.755,1.039
314,0.84,0.707,0.986
315,0.864,0.726,1.009
316,0.852,0.719,1.002
317,0.846,0.719,0.991
318,0.882,0.748,1.027
319,0.888,0.75,1.039
320,0.9,0.761,1.055
321,0.894,0.76,1.052
322,0.894,0.761,1.051
323,0.882,0.745,1.035
324,0.906,0.773,1.061
325,0.882,0.742,1.025
326,0.894,0.754,1.043
327,0.864,0.725,1.01
328,0.87,0.731,1.02
329,0.882,0.744,1.026
330,0.876,0.738,1.022
331,0.87,0.732,1.013
332,0.888,0.75,1.034
333,0.87,0.73,1.022
334,0.888,0.743,1.038
335,0.918,0.773,1.074
336,0.876,0.737,1.033
337,0.876,0.737,1.036
338,0.894,0.754,1.051
339,0.87,0.73,1.02
340,0.87,0.735,1.022
341,0.876,0.743,1.025
342,0.882,0.748,1.028
343,0.894,0.761,1.044
344,0.9,0.768,1.045
345,0.882,0.748,1.023
346,0.858,0.72,0.999
347,0.858,0.713,0.996
348,0.888,0.744,1.027
349,0.876,0.738,1.015
350,0.87,0.727,1.003
351,0.87,0.731,1.011
352,0.87,0.726,1.013
353,0.858,0.719,0.99
354,0.882,0.737,1.022
355,0.906,0.767,1.046
356,0.9,0.766,1.041
357,0.9,0.769,1.044
