,average,q0025,q0975
0,0.825,0.703,0.968
1,0.807,0.691,0.947
2,0.784,0.663,0.922
3,0.79,0.668,0.923
4,0.796,0.674,0.936
5,0.79,0.673,0.927
6,0.796,0.669,0.934
7,0.778,0.658,0.912
8,0.773,0.652,0.911
9,0.79,0.669,0.929
10,0.778,0.646,0.912
11,0.773,0.646,0.9
12,0.761,0.641,0.894
13,0.767,0.64,0.9
14,0.79,0.663,0.928
15,0.778,0.657,0.912
16,0.796,0.67,0.923
17,0.819,0.692,0.947
18,0.825,0.697,0.952
19,0.819,0.687,0.951
20,0.784,0.656,0.912
21,0.796,0.668,0.928
22,0.819,0.686,0.947
23,0.83,0.692,0.963
24,0.859,0.72,0.998
25,0.859,0.71,0.998
26,0.859,0.714,0.997
27,0.888,0.738,1.031
28,0.905,0.755,1.049
29,0.928,0.784,1.078
30,0.923,0.783,1.078
31,0.928,0.788,1.079
32,0.946,0.801,1.102
33,0.934,0.789,1.079
34,0.934,0.785,1.084
35,0.934,0.79,1.088
36,0.923,0.777,1.073
37,0.888,0.744,1.043
38,0.871,0.731,1.015
39,0.859,0.727,0.999
40,0.876,0.743,1.021
41,0.865,0.732,1.009
42,0.894,0.756,1.044
43,0.888,0.755,1.038
44,0.882,0.743,1.037
45,0.882,0.749,1.033
46,0.865,0.727,1.021
47,0.905,0.766,1.062
48,0.911,0.766,1.06
49,0.899,0.751,1.045
50,0.876,0.732,1.015
51,0.853,0.715,0.992
52,0.882,0.745,1.02
53,0.923,0.784,1.066
54,0.946,0.807,1.09
55,0.986,0.842,1.131
56,0.997,0.853,1.144
57,0.986,0.842,1.136
58,0.992,0.852,1.147
59,0.974,0.824,1.122
60,0.94,0.791,1.085
61,0.992,0.841,1.147
62,1.009,0.858,1.158
63,0.997,0.847,1.151
64,0.992,0.841,1.147
65,1.009,0.854,1.158
66,1.021,0.877,1.171
67,0.992,0.842,1.14
68,0.974,0.83,1.117
69,0.997,0.853,1.141
70,0.98,0.841,1.124
71,0.917,0.779,1.061
72,0.905,0.77,1.044
73,0.876,0.738,1.016
74,0.882,0.744,1.026
75,0.894,0.751,1.037
76,0.917,0.773,1.061
77,0.928,0.79,1.067
78,0.934,0.79,1.078
79,0.946,0.801,1.09
80,0.963,0.815,1.101
81,0.946,0.801,1.096
82,0.923,0.785,1.061
83,0.934,0.796,1.073
84,0.934,0.796,1.071
85,0.905,0.767,1.039
86,0.899,0.761,1.037
87,0.911,0.768,1.047
88,0.905,0.766,1.043
89,0.888,0.749,1.021
90,0.871,0.737,1.004
91,0.859,0.721,0.998
92,0.83,0.698,0.964
93,0.801,0.679,0.939
94,0.813,0.692,0.945
95,0.813,0.687,0.947
96,0.807,0.68,0.94
97,0.842,0.715,0.987
98,0.83,0.703,0.969
99,0.836,0.709,0.976
100,0.825,0.698,0.964
101,0.819,0.69,0.957
102,0.83,0.698,0.968
103,0.825,0.692,0.958
104,0.813,0.676,0.941
105,0.79,0.657,0.922
106,0.755,0.628,0.882
107,0.738,0.611,0.87
108,0.738,0.612,0.87
109,0.755,0.629,0.887
110,0.744,0.621,0.877
111,0.778,0.651,0.912
112,0.773,0.645,0.91
113,0.773,0.645,0.905
114,0.767,0.634,0.899
115,0.79,0.651,0.928
116,0.842,0.704,0.98
117,0.859,0.715,1.003
118,0.882,0.739,1.021
119,0.871,0.732,1.007
120,0.894,0.754,1.039
121,0.917,0.773,1.066
122,0.894,0.75,1.033
123,0.888,0.75,1.036
124,0.876,0.738,1.015
125,0.876,0.744,1.021
126,0.882,0.75,1.033
127,0.865,0.732,1.015
128,0.871,0.737,1.02
129,0.859,0.731,1.003
130,0.871,0.738,1.014
131,0.836,0.708,0.98
132,0.853,0.721,1.003
133,0.865,0.737,1.009
134,0.848,0.716,0.992
135,0.882,0.749,1.027
136,0.899,0.76,1.045
137,0.888,0.756,1.038
138,0.83,0.698,0.968
139,0.807,0.681,0.942
140,0.79,0.668,0.919
141,0.801,0.674,0.935
142,0.778,0.656,0.915
143,0.778,0.652,0.916
144,0.773,0.646,0.907
145,0.767,0.64,0.9
146,0.773,0.65,0.906
147,0.778,0.653,0.911
148,0.79,0.669,0.929
149,0.819,0.692,0.956
150,0.784,0.652,0.922
151,0.836,0.703,0.98
152,0.842,0.709,0.986
153,0.848,0.708,0.988
154,0.882,0.744,1.027
155,0.911,0.768,1.057
156,0.899,0.766,1.044
157,0.894,0.756,1.038
158,0.876,0.749,1.019
159,0.876,0.745,1.016
160,0.865,0.738,0.998
161,0.871,0.739,1.008
162,0.888,0.75,1.028
163,0.905,0.762,1.05
164,0.94,0.794,1.079
165,0.905,0.767,1.044
166,0.911,0.773,1.056
167,0.928,0.789,1.073
168,0.946,0.802,1.09
169,0.911,0.772,1.055
170,0.888,0.748,1.033
171,0.94,0.801,1.089
172,0.934,0.795,1.085
173,0.865,0.733,1.009
174,0.865,0.733,1.009
175,0.882,0.749,1.022
176,0.882,0.751,1.025
177,0.928,0.789,1.08
178,0.899,0.771,1.045
