,average,q0025,q0975
0,1.154,0.942,1.375
1,1.144,0.931,1.364
2,1.134,0.922,1.348
3,1.106,0.894,1.322
4,1.125,0.911,1.347
5,1.115,0.902,1.321
6,1.134,0.926,1.338
7,1.144,0.941,1.354
8,1.058,0.864,1.254
9,1.086,0.893,1.289
10,1.134,0.93,1.347
11,1.106,0.902,1.309
12,1.096,0.894,1.29
13,1.125,0.913,1.326
14,1.096,0.893,1.297
15,1.038,0.836,1.241
16,1.009,0.816,1.202
17,1.0,0.808,1.203
18,1.009,0.817,1.211
19,1.019,0.819,1.222
20,0.99,0.795,1.193
21,0.971,0.779,1.165
22,0.971,0.779,1.174
23,0.971,0.769,1.172
24,0.952,0.75,1.153
25,0.933,0.741,1.124
26,0.923,0.74,1.107
27,0.961,0.769,1.152
28,0.933,0.74,1.107
29,0.923,0.73,1.096
30,0.942,0.759,1.123
31,0.923,0.732,1.098
32,0.952,0.768,1.134
33,0.933,0.742,1.117
34,0.933,0.74,1.116
35,0.942,0.749,1.134
36,0.971,0.78,1.165
37,0.933,0.742,1.117
38,0.933,0.741,1.117
39,0.913,0.722,1.096
40,0.904,0.72,1.088
41,0.913,0.731,1.104
42,0.865,0.692,1.048
43,0.846,0.674,1.028
44,0.846,0.681,1.029
45,0.836,0.662,1.017
46,0.817,0.644,0.989
47,0.846,0.664,1.011
48,0.827,0.654,0.99
49,0.827,0.653,0.998
50,0.846,0.673,1.017
51,0.865,0.691,1.039
52,0.846,0.672,1.02
53,0.836,0.663,1.018
54,0.865,0.692,1.038
55,0.846,0.682,1.028
56,0.836,0.664,0.999
57,0.885,0.711,1.058
58,0.913,0.74,1.097
59,0.904,0.73,1.078
60,0.961,0.777,1.146
61,0.952,0.768,1.137
62,0.981,0.789,1.162
63,0.981,0.789,1.172
64,0.971,0.787,1.155
65,0.99,0.796,1.174
66,0.981,0.788,1.165
67,1.009,0.817,1.199
68,0.99,0.79,1.175
69,0.961,0.771,1.153
70,0.961,0.778,1.153
71,0.913,0.732,1.097
72,0.942,0.762,1.124
73,0.981,0.797,1.163
74,0.961,0.77,1.136
75,0.961,0.78,1.134
76,0.99,0.807,1.171
77,0.961,0.77,1.135
78,1.019,0.835,1.2
79,1.009,0.819,1.181
80,1.0,0.816,1.175
81,0.99,0.806,1.173
82,0.952,0.769,1.136
83,0.942,0.761,1.125
84,0.923,0.749,1.104
85,0.894,0.72,1.069
86,0.875,0.703,1.038
87,0.827,0.663,1.0
88,0.817,0.644,0.994
89,0.817,0.653,0.989
90,0.817,0.654,0.999
91,0.817,0.653,0.99
92,0.808,0.644,0.982
93,0.817,0.653,0.991
94,0.827,0.654,1.001
95,0.817,0.645,0.992
96,0.779,0.607,0.942
97,0.76,0.586,0.929
98,0.76,0.595,0.933
99,0.74,0.577,0.904
100,0.74,0.585,0.902
101,0.779,0.614,0.942
102,0.788,0.616,0.962
103,0.798,0.633,0.969
104,0.808,0.634,0.982
105,0.779,0.615,0.944
106,0.769,0.605,0.932
107,0.769,0.597,0.941
108,0.76,0.595,0.931
109,0.798,0.633,0.971
110,0.808,0.633,0.99
111,0.827,0.653,1.001
112,0.865,0.683,1.038
113,0.894,0.712,1.077
114,0.913,0.723,1.098
115,0.942,0.75,1.116
116,1.0,0.817,1.192
117,0.961,0.786,1.144
118,0.99,0.808,1.182
119,0.99,0.806,1.182
120,1.009,0.827,1.199
121,1.029,0.846,1.231
122,1.086,0.895,1.29
123,1.086,0.894,1.279
124,1.048,0.856,1.241
125,1.029,0.837,1.22
126,1.029,0.837,1.22
127,1.009,0.826,1.191
128,0.99,0.807,1.165
129,1.038,0.846,1.238
130,1.048,0.856,1.251
131,1.067,0.883,1.268
132,1.058,0.875,1.25
133,1.058,0.874,1.26
134,0.981,0.8,1.171
135,0.981,0.798,1.172
136,0.981,0.798,1.164
137,0.942,0.76,1.139
