,average,q0025,q0975
0,0.811,0.665,0.955
1,0.825,0.681,0.963
2,0.818,0.674,0.961
3,0.839,0.695,0.984
4,0.875,0.726,1.025
5,0.904,0.746,1.061
6,0.875,0.731,1.026
7,0.875,0.725,1.027
8,0.847,0.702,0.991
9,0.868,0.717,1.021
10,0.847,0.701,0.991
11,0.804,0.666,0.953
12,0.804,0.667,0.954
13,0.811,0.667,0.953
14,0.768,0.624,0.903
15,0.753,0.616,0.89
16,0.732,0.588,0.876
17,0.753,0.61,0.898
18,0.768,0.631,0.918
19,0.775,0.624,0.932
20,0.789,0.638,0.94
21,0.775,0.626,0.927
22,0.782,0.633,0.932
23,0.789,0.641,0.942
24,0.811,0.658,0.961
25,0.796,0.644,0.953
26,0.796,0.645,0.95
27,0.825,0.667,0.981
28,0.847,0.688,1.002
29,0.832,0.681,0.981
30,0.811,0.66,0.962
31,0.832,0.681,0.988
32,0.832,0.683,0.983
33,0.825,0.68,0.97
34,0.811,0.666,0.955
35,0.804,0.654,0.941
36,0.818,0.668,0.969
37,0.832,0.675,0.998
38,0.868,0.71,1.039
39,0.897,0.739,1.069
40,0.926,0.767,1.097
41,0.904,0.746,1.069
42,0.897,0.746,1.049
43,0.875,0.718,1.028
44,0.868,0.724,1.026
45,0.854,0.71,1.011
46,0.847,0.697,1.005
47,0.883,0.731,1.04
48,0.89,0.738,1.04
49,0.904,0.746,1.061
50,0.918,0.762,1.077
51,0.926,0.768,1.09
52,0.918,0.754,1.085
53,0.918,0.76,1.089
54,0.89,0.732,1.053
55,0.904,0.746,1.063
56,0.897,0.744,1.061
57,0.897,0.731,1.06
58,0.883,0.724,1.046
59,0.897,0.74,1.054
60,0.875,0.718,1.033
61,0.804,0.653,0.963
62,0.811,0.661,0.973
63,0.796,0.652,0.946
64,0.832,0.682,0.984
65,0.811,0.667,0.963
66,0.768,0.624,0.92
67,0.804,0.659,0.955
68,0.847,0.694,0.998
69,0.847,0.688,0.99
70,0.847,0.689,0.992
71,0.875,0.718,1.025
72,0.847,0.696,0.997
73,0.839,0.689,0.984
74,0.868,0.71,1.012
75,0.847,0.689,0.982
76,0.861,0.707,0.996
77,0.875,0.726,1.026
78,0.883,0.73,1.027
79,0.897,0.732,1.039
80,0.875,0.717,1.018
81,0.883,0.725,1.032
82,0.911,0.755,1.056
83,0.911,0.754,1.061
84,0.918,0.754,1.067
85,0.926,0.76,1.082
86,0.94,0.776,1.098
87,0.954,0.788,1.111
88,0.94,0.776,1.098
89,0.897,0.738,1.055
90,0.897,0.733,1.054
91,0.883,0.732,1.038
92,0.883,0.726,1.039
93,0.868,0.719,1.02
94,0.861,0.712,1.019
95,0.861,0.71,1.02
96,0.839,0.695,0.991
97,0.847,0.697,1.004
98,0.825,0.68,0.975
99,0.789,0.645,0.928
100,0.782,0.638,0.932
101,0.768,0.631,0.918
102,0.761,0.617,0.903
103,0.761,0.624,0.905
104,0.732,0.595,0.876
105,0.746,0.617,0.884
106,0.739,0.61,0.877
107,0.746,0.61,0.889
108,0.753,0.616,0.902
109,0.725,0.588,0.864
110,0.71,0.575,0.847
111,0.71,0.574,0.852
112,0.739,0.602,0.882
113,0.768,0.624,0.904
114,0.768,0.624,0.899
115,0.775,0.632,0.91
116,0.789,0.646,0.933
117,0.804,0.66,0.948
118,0.811,0.666,0.961
119,0.811,0.661,0.964
120,0.796,0.647,0.94
121,0.804,0.654,0.948
122,0.811,0.666,0.949
123,0.811,0.654,0.956
124,0.804,0.652,0.952
125,0.825,0.668,0.968
126,0.875,0.724,1.018
127,0.89,0.739,1.039
128,0.911,0.76,1.061
129,0.875,0.726,1.025
130,0.883,0.725,1.04
131,0.868,0.718,1.026
132,0.868,0.718,1.026
133,0.847,0.697,1.002
134,0.868,0.717,1.033
135,0.904,0.746,1.076
136,0.883,0.725,1.047
137,0.875,0.717,1.034
138,0.861,0.704,1.021
139,0.847,0.696,1.0
140,0.868,0.717,1.025
141,0.847,0.696,0.999
142,0.847,0.695,0.998
143,0.825,0.675,0.97
144,0.839,0.682,0.985
145,0.868,0.71,1.022
146,0.875,0.718,1.027
147,0.854,0.696,0.999
148,0.818,0.659,0.967
149,0.861,0.696,1.019
150,0.811,0.66,0.955
151,0.847,0.696,1.004
