,average,q0025,q0975
0,0.799,0.687,0.915
1,0.791,0.686,0.901
2,0.795,0.691,0.904
3,0.755,0.654,0.863
4,0.779,0.676,0.895
5,0.783,0.679,0.896
6,0.795,0.691,0.905
7,0.795,0.689,0.911
8,0.808,0.703,0.921
9,0.808,0.699,0.922
10,0.799,0.691,0.915
11,0.808,0.699,0.924
12,0.816,0.715,0.927
13,0.791,0.687,0.901
14,0.787,0.678,0.895
15,0.783,0.675,0.898
16,0.812,0.695,0.926
17,0.795,0.683,0.908
18,0.82,0.706,0.932
19,0.816,0.703,0.928
20,0.803,0.695,0.92
21,0.795,0.691,0.911
22,0.791,0.69,0.909
23,0.787,0.682,0.901
24,0.795,0.692,0.907
25,0.799,0.688,0.911
26,0.816,0.707,0.925
27,0.824,0.716,0.94
28,0.836,0.728,0.944
29,0.844,0.732,0.959
30,0.872,0.759,0.988
31,0.86,0.744,0.972
32,0.848,0.736,0.953
33,0.86,0.748,0.973
34,0.876,0.763,0.988
35,0.872,0.758,0.986
36,0.868,0.759,0.988
37,0.86,0.751,0.976
38,0.84,0.728,0.952
39,0.824,0.715,0.94
40,0.812,0.707,0.925
41,0.828,0.716,0.941
42,0.852,0.739,0.969
43,0.844,0.736,0.959
44,0.836,0.728,0.949
45,0.844,0.732,0.96
46,0.82,0.715,0.937
47,0.812,0.707,0.928
48,0.808,0.698,0.924
49,0.836,0.723,0.949
50,0.836,0.724,0.948
51,0.816,0.708,0.924
52,0.791,0.69,0.905
53,0.791,0.688,0.909
54,0.795,0.69,0.914
55,0.787,0.679,0.909
56,0.803,0.697,0.925
57,0.812,0.707,0.924
58,0.795,0.691,0.909
59,0.791,0.684,0.905
60,0.775,0.667,0.89
61,0.759,0.654,0.876
62,0.739,0.631,0.848
63,0.763,0.655,0.865
64,0.767,0.65,0.872
65,0.787,0.671,0.901
66,0.787,0.675,0.897
67,0.803,0.69,0.915
68,0.803,0.691,0.92
69,0.775,0.662,0.885
70,0.795,0.687,0.908
71,0.82,0.703,0.936
72,0.828,0.711,0.944
73,0.836,0.722,0.952
74,0.844,0.728,0.964
75,0.84,0.724,0.957
76,0.82,0.704,0.936
77,0.795,0.684,0.919
78,0.783,0.678,0.9
79,0.759,0.651,0.877
80,0.747,0.639,0.862
81,0.763,0.655,0.878
82,0.763,0.655,0.879
83,0.791,0.679,0.91
84,0.779,0.667,0.896
85,0.803,0.687,0.924
86,0.795,0.679,0.911
87,0.803,0.691,0.915
88,0.775,0.663,0.88
89,0.767,0.658,0.879
90,0.799,0.687,0.915
91,0.783,0.675,0.898
92,0.795,0.683,0.912
93,0.783,0.671,0.898
94,0.759,0.654,0.869
95,0.771,0.663,0.891
96,0.763,0.651,0.881
97,0.791,0.684,0.911
98,0.803,0.691,0.921
99,0.812,0.702,0.932
100,0.779,0.671,0.891
101,0.803,0.699,0.921
102,0.808,0.702,0.921
103,0.799,0.694,0.909
104,0.803,0.703,0.918
105,0.795,0.695,0.912
106,0.816,0.71,0.933
107,0.832,0.724,0.948
108,0.828,0.719,0.941
109,0.832,0.723,0.943
110,0.84,0.731,0.958
111,0.836,0.728,0.952
112,0.848,0.739,0.96
113,0.852,0.743,0.96
114,0.864,0.754,0.971
115,0.848,0.74,0.963
116,0.844,0.739,0.954
117,0.864,0.752,0.98
118,0.852,0.742,0.967
119,0.844,0.736,0.96
120,0.86,0.75,0.972
121,0.86,0.748,0.97
122,0.832,0.725,0.936
123,0.84,0.732,0.952
124,0.848,0.746,0.96
125,0.864,0.758,0.973
126,0.828,0.724,0.934
127,0.84,0.738,0.945
128,0.82,0.718,0.924
129,0.812,0.707,0.917
130,0.852,0.75,0.961
131,0.852,0.747,0.961
132,0.852,0.747,0.964
133,0.844,0.743,0.957
134,0.84,0.734,0.953
135,0.832,0.723,0.944
136,0.824,0.72,0.937
137,0.836,0.735,0.952
138,0.812,0.719,0.928
139,0.771,0.683,0.883
140,0.763,0.67,0.88
141,0.751,0.659,0.868
142,0.775,0.675,0.884
143,0.751,0.655,0.858
144,0.771,0.667,0.88
145,0.771,0.668,0.881
146,0.759,0.663,0.871
147,0.743,0.647,0.851
148,0.771,0.678,0.882
149,0.795,0.699,0.912
150,0.824,0.724,0.941
151,0.84,0.735,0.959
152,0.832,0.724,0.946
153,0.852,0.746,0.969
154,0.836,0.735,0.955
155,0.84,0.743,0.957
156,0.812,0.712,0.924
157,0.795,0.695,0.903
158,0.783,0.683,0.896
159,0.812,0.711,0.921
160,0.808,0.704,0.916
161,0.803,0.695,0.915
162,0.824,0.711,0.936
163,0.824,0.715,0.943
164,0.836,0.72,0.952
165,0.836,0.727,0.946
166,0.844,0.731,0.955
167,0.864,0.748,0.981
168,0.884,0.771,1.003
169,0.864,0.752,0.98
170,0.892,0.779,1.011
171,0.908,0.796,1.027
172,0.904,0.796,1.016
173,0.9,0.793,1.013
174,0.892,0.787,1.003
175,0.9,0.796,1.012
176,0.924,0.823,1.038
177,0.92,0.818,1.038
178,0.912,0.809,1.028
179,0.896,0.791,1.013
180,0.916,0.807,1.037
181,0.928,0.819,1.048
182,0.948,0.837,1.072
183,0.948,0.836,1.065
184,0.944,0.832,1.061
185,0.932,0.823,1.049
186,0.944,0.832,1.064
187,0.956,0.844,1.078
188,0.968,0.852,1.088
189,0.964,0.844,1.085
190,0.968,0.848,1.096
191,0.932,0.811,1.059
192,0.92,0.803,1.05
193,0.924,0.804,1.053
194,0.904,0.786,1.028
195,0.9,0.78,1.028
196,0.876,0.759,1.007
